customer_id,date,transaction_amount,plan_type,issuing_date,transaction_amount,churn,plan_type_Premium,plan_type_Standard,customer_time_period,transaction_weekday,quarter,stock_return,stock_volatility
13.0,1.0,50.0619256549472,0.0,17.0,50.0619256549472,0,False,False,1311,2,1,-0.026673618173162605,904.2542611118728
13.0,2.0,39.9282003288832,1.0,17.0,39.9282003288832,0,True,False,1339,2,1,-0.014048070632439846,1097.3469287719925
13.0,3.0,376.647248287993,2.0,17.0,376.647248287993,0,False,True,1370,5,2,0.007698864182471343,1147.0915786930595
13.0,4.0,191.531330367777,2.0,17.0,191.531330367777,0,False,True,1400,0,2,0.023335511592469826,1115.701795872875
13.0,5.0,190.767683389188,1.0,17.0,190.767683389188,0,True,False,1431,3,2,0.03390158607033644,989.7642626233694
13.0,6.0,27.974769416393,2.0,17.0,27.974769416393,0,False,True,1461,5,3,0.030271512217592944,613.8247547714445
13.0,7.0,448.651350466728,1.0,17.0,448.651350466728,0,True,False,1492,1,3,0.012516262802746647,791.0185442507518
13.0,8.0,62.51428555649031,1.0,17.0,62.51428555649031,0,True,False,1523,4,3,0.007719516190491715,873.8554367937968
13.0,9.0,128.810546781018,0.0,17.0,128.810546781018,0,False,False,1553,6,4,-0.011496134340694408,766.3380152624619
13.0,10.0,19.8348869110859,2.0,17.0,19.8348869110859,0,False,True,1584,2,4,0.015168601086379851,592.2893963513703
13.0,11.0,170.473702567178,2.0,17.0,170.473702567178,0,False,True,1614,4,4,0.03556605330897278,518.3818761780482
14.0,0.0,300.860302241484,2.0,15.0,300.860302241484,0,False,True,1341,6,1,-0.10531526927910595,640.293654181418
14.0,1.0,254.236677475238,0.0,15.0,254.236677475238,0,False,False,1372,2,1,-0.026673618173162605,904.254261111868
14.0,2.0,297.552147830231,1.0,15.0,297.552147830231,0,True,False,1400,2,1,-0.014048070632439846,1097.3469287719886
14.0,3.0,72.5143483698263,2.0,15.0,72.5143483698263,0,False,True,1431,5,2,0.007698864182471343,1147.091578693056
14.0,4.0,326.499448252485,1.0,15.0,326.499448252485,0,True,False,1461,0,2,0.023335511592469826,1115.7017958728711
14.0,5.0,493.39247190856,0.0,15.0,493.39247190856,0,False,False,1492,3,2,0.03390158607033644,989.7642626233651
14.0,6.0,59.8734115839978,0.0,15.0,59.8734115839978,0,False,False,1522,5,3,0.030271512217592944,613.8247547714375
14.0,7.0,88.7338728971823,1.0,15.0,88.7338728971823,0,True,False,1553,1,3,0.012516262802746647,791.0185442507463
14.0,8.0,94.9530616944299,0.0,15.0,94.9530616944299,0,False,False,1584,4,3,0.007719516190491715,873.8554367937918
14.0,9.0,267.010580889425,0.0,15.0,267.010580889425,0,False,False,1614,6,4,-0.011496134340694408,766.3380152624562
14.0,10.0,64.8990620623457,2.0,15.0,64.8990620623457,0,False,True,1645,2,4,0.015168601086379851,592.289396351363
14.0,11.0,434.09849168805,1.0,15.0,434.09849168805,0,True,False,1675,4,4,0.03556605330897278,518.3818761780399
15.0,0.0,93.7349178211323,1.0,16.0,93.7349178211323,0,True,False,1310,6,1,-0.10531526927910595,640.2936541814113
15.0,1.0,254.5308243632485,0.0,16.0,255.305891354505,0,False,False,1341,2,1,-0.026673618173162605,904.2542611118632
15.0,2.0,387.051537264049,1.0,16.0,387.051537264049,0,True,False,1369,2,1,-0.014048070632439846,1097.3469287719845
15.0,3.0,218.463854922044,0.0,16.0,218.463854922044,0,False,False,1400,5,2,0.007698864182471343,1147.091578693052
15.0,4.0,66.2700441222097,1.0,16.0,66.2700441222097,0,True,False,1430,0,2,0.023335511592469826,1115.7017958728673
15.0,5.0,294.80672849708,1.0,16.0,294.80672849708,0,True,False,1461,3,2,0.03390158607033644,989.7642626233607
15.0,6.0,270.968821950277,1.0,16.0,270.968821950277,0,True,False,1491,5,3,0.030271512217592944,613.8247547714303
15.0,7.0,75.8631917000974,1.0,16.0,75.8631917000974,0,True,False,1522,1,3,0.012516262802746647,791.0185442507408
15.0,8.0,167.953384037614,1.0,16.0,167.953384037614,0,True,False,1553,4,3,0.007719516190491715,873.8554367937868
15.0,9.0,343.936333889725,0.0,16.0,343.936333889725,0,False,False,1583,6,4,-0.011496134340694408,766.3380152624505
15.0,10.0,241.072332389578,1.0,16.0,241.072332389578,0,True,False,1614,2,4,0.015168601086379851,592.2893963513557
15.0,11.0,465.4692806814351,0.0,16.0,465.4692806814351,0,False,False,1644,4,4,0.03556605330897278,518.3818761780315
16.0,0.0,70.9056395079169,0.0,7.0,70.9056395079169,0,False,False,1614,6,1,-0.10531526927910595,640.2936541814045
16.0,1.0,98.8042024211735,0.0,7.0,98.8042024211735,0,False,False,1645,2,1,-0.026673618173162605,904.2542611118583
16.0,2.0,291.491825458157,2.0,7.0,291.491825458157,0,False,True,1673,2,1,-0.014048070632439846,1097.3469287719806
16.0,3.0,399.680982811346,2.0,7.0,399.680982811346,0,False,True,1704,5,2,0.007698864182471343,1147.0915786930482
16.0,4.0,90.4902409861865,1.0,7.0,90.4902409861865,0,True,False,1734,0,2,0.023335511592469826,1115.7017958728634
16.0,5.0,266.302058136869,0.0,7.0,266.302058136869,0,False,False,1765,3,2,0.03390158607033644,989.7642626233562
16.0,6.0,202.298102637091,2.0,7.0,202.298102637091,0,False,True,1795,5,3,0.030271512217592944,613.8247547714233
16.0,7.0,194.702770418205,1.0,7.0,194.702770418205,0,True,False,1826,1,3,0.012516262802746647,791.0185442507353
16.0,8.0,376.3285962863631,2.0,7.0,376.3285962863631,0,False,True,1857,4,3,0.007719516190491715,873.8554367937818
16.0,9.0,450.791540904539,1.0,7.0,450.791540904539,0,True,False,1887,6,4,-0.011496134340694408,766.3380152624449
16.0,10.0,454.171334372628,0.0,7.0,454.171334372628,0,False,False,1918,2,4,0.015168601086379851,592.2893963513483
16.0,11.0,470.517740570603,0.0,7.0,470.517740570603,0,False,False,1948,4,4,0.03556605330897278,518.381876178023
17.0,0.0,78.2433156050598,2.0,30.0,78.2433156050598,0,False,True,791,6,1,-0.10531526927910595,640.2936541813976
17.0,1.0,271.395935068398,1.0,30.0,271.395935068398,0,True,False,822,2,1,-0.026673618173162605,904.2542611118536
17.0,2.0,84.3206910690481,2.0,30.0,84.3206910690481,0,False,True,850,2,1,-0.014048070632439846,1097.3469287719765
17.0,3.0,374.533683360612,1.0,30.0,374.533683360612,0,True,False,881,5,2,0.007698864182471343,1147.0915786930445
17.0,4.0,383.604756012938,0.0,30.0,383.604756012938,0,False,False,911,0,2,0.023335511592469826,1115.7017958728595
17.0,5.0,254.5308243632485,2.0,30.0,255.305891354505,0,False,True,942,3,2,0.03390158607033644,989.7642626233519
17.0,6.0,72.4694445426714,1.0,30.0,72.4694445426714,0,True,False,972,5,3,0.030271512217592944,613.8247547714162
17.0,7.0,83.4595394008992,2.0,30.0,83.4595394008992,0,False,True,1003,1,3,0.012516262802746647,791.0185442507299
17.0,8.0,362.817902907576,1.0,30.0,362.817902907576,0,True,False,1034,4,3,0.007719516190491715,873.8554367937769
17.0,9.0,275.934977240322,1.0,30.0,275.934977240322,0,True,False,1064,6,4,-0.011496134340694408,766.3380152624392
17.0,10.0,98.9828812326986,0.0,30.0,98.9828812326986,0,False,False,1095,2,4,0.015168601086379851,592.289396351341
17.0,11.0,206.417194214184,1.0,30.0,206.417194214184,0,True,False,1125,4,4,0.03556605330897278,518.3818761780147
18.0,0.0,85.1421875268793,0.0,20.0,85.1421875268793,0,False,False,1188,6,1,-0.10531526927910595,640.2936541813909
18.0,1.0,309.612575362977,2.0,20.0,309.612575362977,0,False,True,1219,2,1,-0.026673618173162605,904.2542611118488
18.0,2.0,466.73795841697,2.0,20.0,466.73795841697,0,False,True,1247,2,1,-0.014048070632439846,1097.3469287719727
18.0,3.0,462.02469677687503,1.0,20.0,462.02469677687503,0,True,False,1278,5,2,0.007698864182471343,1147.0915786930407
18.0,4.0,292.381296481738,0.0,20.0,292.381296481738,0,False,False,1308,0,2,0.023335511592469826,1115.7017958728557
18.0,5.0,370.857675456114,2.0,20.0,370.857675456114,0,False,True,1339,3,2,0.03390158607033644,989.7642626233475
18.0,6.0,230.911291988025,2.0,20.0,230.911291988025,0,False,True,1369,5,3,0.030271512217592944,613.8247547714092
18.0,7.0,421.060062358508,2.0,20.0,421.060062358508,0,False,True,1400,1,3,0.012516262802746647,791.0185442507243
18.0,8.0,436.2492174104431,0.0,20.0,436.2492174104431,0,False,False,1431,4,3,0.007719516190491715,873.8554367937719
18.0,9.0,205.511324896364,1.0,20.0,205.511324896364,0,True,False,1461,6,4,-0.011496134340694408,766.3380152624335
18.0,10.0,403.398189813026,2.0,20.0,403.398189813026,0,False,True,1492,2,4,0.015168601086379851,592.2893963513337
18.0,11.0,205.102659859562,2.0,20.0,205.102659859562,0,False,True,1522,4,4,0.03556605330897278,518.3818761780062
19.0,0.0,179.709537239321,2.0,45.0,179.709537239321,0,False,True,245,6,1,-0.10531526927910595,640.2936541813841
19.0,1.0,231.586791036006,0.0,45.0,231.586791036006,0,False,False,276,2,1,-0.026673618173162605,904.2542611118439
19.0,2.0,79.0199399861019,0.0,45.0,79.0199399861019,0,False,False,304,2,1,-0.014048070632439846,1097.3469287719686
19.0,3.0,215.273470257228,2.0,45.0,215.273470257228,0,False,True,335,5,2,0.007698864182471343,1147.0915786930368
19.0,4.0,294.488291636241,0.0,45.0,294.488291636241,1,False,False,365,0,2,0.023335511592469826,1115.7017958728516
19.0,5.0,335.133312288188,0.0,45.0,335.133312288188,1,False,False,396,3,2,0.03390158607033644,989.7642626233431
19.0,6.0,480.924455560033,2.0,45.0,480.924455560033,1,False,True,426,5,3,0.030271512217592944,613.8247547714021
19.0,7.0,213.165820626242,1.0,45.0,213.165820626242,1,True,False,457,1,3,0.012516262802746647,791.0185442507188
19.0,8.0,498.468383404514,2.0,45.0,498.468383404514,1,False,True,488,4,3,0.007719516190491715,873.8554367937669
19.0,9.0,301.738658486821,1.0,45.0,301.738658486821,1,True,False,518,6,4,-0.011496134340694408,766.3380152624278
19.0,10.0,377.480630495597,0.0,45.0,377.480630495597,1,False,False,549,2,4,0.015168601086379851,592.2893963513263
19.0,11.0,450.04660182595,0.0,45.0,450.04660182595,1,False,False,579,4,4,0.03556605330897278,518.3818761779979
20.0,0.0,103.436983125197,0.0,44.0,103.436983125197,0,False,False,275,6,1,-0.10531526927910595,640.2936541813773
20.0,1.0,286.772155298682,2.0,44.0,286.772155298682,0,False,True,306,2,1,-0.026673618173162605,904.2542611118391
20.0,2.0,232.111529026534,2.0,44.0,232.111529026534,0,False,True,334,2,1,-0.014048070632439846,1097.3469287719647
20.0,3.0,206.37389982891,2.0,44.0,206.37389982891,0,False,True,365,5,2,0.007698864182471343,1147.0915786930332
20.0,4.0,99.1447839426829,0.0,44.0,99.1447839426829,0,False,False,395,0,2,0.023335511592469826,1115.7017958728477
20.0,5.0,192.921564977079,2.0,44.0,192.921564977079,0,False,True,426,3,2,0.03390158607033644,989.7642626233387
20.0,6.0,210.279743838067,0.0,44.0,210.279743838067,0,False,False,456,5,3,0.030271512217592944,613.824754771395
20.0,7.0,360.826392135225,2.0,44.0,360.826392135225,1,False,True,487,1,3,0.012516262802746647,791.0185442507134
20.0,8.0,118.766359347145,2.0,44.0,118.766359347145,1,False,True,518,4,3,0.007719516190491715,873.855436793762
20.0,9.0,339.227444363377,0.0,44.0,339.227444363377,1,False,False,548,6,4,-0.011496134340694408,766.3380152624221
20.0,10.0,61.0132051724412,0.0,44.0,61.0132051724412,1,False,False,579,2,4,0.015168601086379851,592.2893963513189
20.0,11.0,97.4868844066235,0.0,44.0,97.4868844066235,1,False,False,609,4,4,0.03556605330897278,518.3818761779895
21.0,0.0,126.709562712896,0.0,1.0,126.709562712896,0,False,False,1795,6,1,-0.10531526927910595,640.2936541813705
21.0,1.0,363.910796609273,0.0,1.0,363.910796609273,0,False,False,1826,2,1,-0.026673618173162605,904.2542611118344
21.0,2.0,204.619929513043,0.0,1.0,204.619929513043,0,False,False,1854,2,1,-0.014048070632439846,1097.3469287719606
21.0,3.0,153.642387827897,0.0,1.0,153.642387827897,1,False,False,1885,5,2,0.007698864182471343,1147.0915786930293
21.0,4.0,51.8991801186894,2.0,1.0,51.8991801186894,1,False,True,1915,0,2,0.023335511592469826,1115.7017958728438
21.0,5.0,23.0007798981717,1.0,1.0,23.0007798981717,1,True,False,1946,3,2,0.03390158607033644,989.7642626233343
21.0,6.0,295.690364875149,1.0,1.0,295.690364875149,1,True,False,1976,5,3,0.030271512217592944,613.8247547713879
21.0,7.0,447.409138427718,2.0,1.0,447.409138427718,1,False,True,2007,1,3,0.012516262802746647,791.0185442507078
21.0,8.0,177.490502331959,0.0,1.0,177.490502331959,1,False,False,2038,4,3,0.007719516190491715,873.855436793757
21.0,9.0,196.049280001961,1.0,1.0,196.049280001961,1,True,False,2068,6,4,-0.011496134340694408,766.3380152624165
21.0,10.0,141.351184003209,2.0,1.0,141.351184003209,1,False,True,2099,2,4,0.015168601086379851,592.2893963513117
21.0,11.0,210.611709573708,2.0,1.0,210.611709573708,1,False,True,2129,4,4,0.03556605330897278,518.3818761779811
22.0,0.0,223.701999276305,1.0,48.0,223.701999276305,0,True,False,122,6,1,-0.10531526927910595,640.2936541813638
22.0,1.0,384.166839138283,1.0,48.0,384.166839138283,0,True,False,153,2,1,-0.026673618173162605,904.2542611118296
22.0,2.0,248.841287142262,1.0,48.0,248.841287142262,0,True,False,181,2,1,-0.014048070632439846,1097.3469287719568
22.0,3.0,218.354617189924,2.0,48.0,218.354617189924,0,False,True,212,5,2,0.007698864182471343,1147.0915786930254
22.0,4.0,275.400765183825,1.0,48.0,275.400765183825,0,True,False,242,0,2,0.023335511592469826,1115.70179587284
22.0,5.0,78.2844762956838,0.0,48.0,78.2844762956838,0,False,False,273,3,2,0.03390158607033644,989.76426262333
22.0,6.0,267.588189328316,2.0,48.0,267.588189328316,0,False,True,303,5,3,0.030271512217592944,613.8247547713809
22.0,7.0,19.0114315082587,0.0,48.0,19.0114315082587,0,False,False,334,1,3,0.012516262802746647,791.0185442507023
22.0,8.0,292.493073001984,0.0,48.0,292.493073001984,0,False,False,365,4,3,0.007719516190491715,873.855436793752
22.0,9.0,329.195990292413,2.0,48.0,329.195990292413,0,False,True,395,6,4,-0.011496134340694408,766.3380152624109
22.0,10.0,15.3879560426554,1.0,48.0,15.3879560426554,0,True,False,426,2,4,0.015168601086379851,592.2893963513043
22.0,11.0,438.206138005632,1.0,48.0,438.206138005632,0,True,False,456,4,4,0.03556605330897278,518.3818761779728
24.0,0.0,335.867970527665,2.0,35.0,335.867970527665,0,False,True,579,6,1,-0.10531526927910595,640.2936541813569
24.0,1.0,215.197557197116,2.0,35.0,215.197557197116,0,False,True,610,2,1,-0.026673618173162605,904.2542611118247
24.0,2.0,33.013323719777,2.0,35.0,33.013323719777,0,False,True,638,2,1,-0.014048070632439846,1097.346928771953
24.0,3.0,50.571347283312,1.0,35.0,50.571347283312,0,True,False,669,5,2,0.007698864182471343,1147.0915786930218
24.0,4.0,200.754850880569,1.0,35.0,200.754850880569,0,True,False,699,0,2,0.023335511592469826,1115.701795872836
24.0,5.0,362.33249354028,1.0,35.0,362.33249354028,0,True,False,730,3,2,0.03390158607033644,989.7642626233255
24.0,6.0,243.264697077559,0.0,35.0,243.264697077559,0,False,False,760,5,3,0.030271512217592944,613.8247547713738
24.0,7.0,368.96032763302304,1.0,35.0,368.96032763302304,1,True,False,791,1,3,0.012516262802746647,791.0185442506969
24.0,8.0,138.509381706914,2.0,35.0,138.509381706914,1,False,True,822,4,3,0.007719516190491715,873.8554367937471
24.0,9.0,35.1986486072827,0.0,35.0,35.1986486072827,1,False,False,852,6,4,-0.011496134340694408,766.3380152624052
24.0,10.0,302.452995969276,0.0,35.0,302.452995969276,1,False,False,883,2,4,0.015168601086379851,592.289396351297
24.0,11.0,387.746979835453,1.0,35.0,387.746979835453,1,True,False,913,4,4,0.03556605330897278,518.3818761779644
25.0,0.0,46.8175130505463,0.0,46.0,46.8175130505463,0,False,False,184,6,1,-0.10531526927910595,640.2936541813501
25.0,1.0,347.317174249591,2.0,46.0,347.317174249591,0,False,True,215,2,1,-0.026673618173162605,904.2542611118199
25.0,2.0,411.360135660358,1.0,46.0,411.360135660358,0,True,False,243,2,1,-0.014048070632439846,1097.3469287719488
25.0,3.0,143.351117242682,2.0,46.0,143.351117242682,0,False,True,274,5,2,0.007698864182471343,1147.091578693018
25.0,4.0,54.87521593005071,2.0,46.0,54.87521593005071,0,False,True,304,0,2,0.023335511592469826,1115.7017958728322
25.0,5.0,475.616303372193,1.0,46.0,475.616303372193,0,True,False,335,3,2,0.03390158607033644,989.7642626233211
25.0,6.0,275.531464215396,1.0,46.0,275.531464215396,0,True,False,365,5,3,0.030271512217592944,613.8247547713667
25.0,7.0,405.21496245211,2.0,46.0,405.21496245211,0,False,True,396,1,3,0.012516262802746647,791.0185442506913
25.0,8.0,426.105869267006,1.0,46.0,426.105869267006,0,True,False,427,4,3,0.007719516190491715,873.8554367937421
25.0,9.0,118.392626491605,2.0,46.0,118.392626491605,0,False,True,457,6,4,-0.011496134340694408,766.3380152623995
25.0,10.0,29.3191375705679,1.0,46.0,29.3191375705679,0,True,False,488,2,4,0.015168601086379851,592.2893963512896
25.0,11.0,98.4819191123934,0.0,46.0,98.4819191123934,0,False,False,518,4,4,0.03556605330897278,518.381876177956
26.0,0.0,26.6335295070414,1.0,19.0,26.6335295070414,0,True,False,1218,6,1,-0.10531526927910595,640.2936541813434
26.0,1.0,462.9541357345,2.0,19.0,462.9541357345,0,False,True,1249,2,1,-0.026673618173162605,904.2542611118151
26.0,2.0,242.364966162157,2.0,19.0,242.364966162157,0,False,True,1277,2,1,-0.014048070632439846,1097.346928771945
26.0,3.0,166.359231889195,0.0,19.0,166.359231889195,1,False,False,1308,5,2,0.007698864182471343,1147.091578693014
26.0,4.0,302.172240456206,0.0,19.0,302.172240456206,1,False,False,1338,0,2,0.023335511592469826,1115.7017958728281
26.0,5.0,69.0777740308666,0.0,19.0,69.0777740308666,1,False,False,1369,3,2,0.03390158607033644,989.7642626233168
26.0,6.0,351.181500180289,2.0,19.0,351.181500180289,1,False,True,1399,5,3,0.030271512217592944,613.8247547713596
26.0,7.0,365.135718049093,2.0,19.0,365.135718049093,1,False,True,1430,1,3,0.012516262802746647,791.0185442506859
26.0,8.0,164.492265536999,1.0,19.0,164.492265536999,1,True,False,1461,4,3,0.007719516190491715,873.8554367937371
26.0,9.0,397.454350771092,2.0,19.0,397.454350771092,1,False,True,1491,6,4,-0.011496134340694408,766.3380152623938
26.0,10.0,316.686774454135,0.0,19.0,316.686774454135,1,False,False,1522,2,4,0.015168601086379851,592.2893963512822
26.0,11.0,311.772962209329,0.0,19.0,311.772962209329,1,False,False,1552,4,4,0.03556605330897278,518.3818761779476
27.0,0.0,21.9563829627036,0.0,50.0,21.9563829627036,1,False,False,61,6,1,-0.10531526927910595,640.2936541813366
27.0,1.0,438.603819615258,2.0,50.0,438.603819615258,1,False,True,92,2,1,-0.026673618173162605,904.2542611118103
27.0,2.0,470.14317227131903,1.0,50.0,470.14317227131903,1,True,False,120,2,1,-0.014048070632439846,1097.3469287719408
27.0,3.0,498.987714161335,2.0,50.0,498.987714161335,1,False,True,151,5,2,0.007698864182471343,1147.0915786930104
27.0,4.0,385.922261576252,2.0,50.0,385.922261576252,1,False,True,181,0,2,0.023335511592469826,1115.7017958728243
27.0,5.0,245.139053948915,0.0,50.0,245.139053948915,1,False,False,212,3,2,0.03390158607033644,989.7642626233123
27.0,6.0,438.101785951306,2.0,50.0,438.101785951306,1,False,True,242,5,3,0.030271512217592944,613.8247547713526
27.0,7.0,386.453972793614,2.0,50.0,386.453972793614,1,False,True,273,1,3,0.012516262802746647,791.0185442506804
27.0,8.0,216.464931115764,1.0,50.0,216.464931115764,1,True,False,304,4,3,0.007719516190491715,873.8554367937321
27.0,9.0,127.000801426468,0.0,50.0,127.000801426468,1,False,False,334,6,4,-0.011496134340694408,766.3380152623881
27.0,10.0,183.764857243981,0.0,50.0,183.764857243981,1,False,False,365,2,4,0.015168601086379851,592.289396351275
27.0,11.0,155.190979023435,0.0,50.0,155.190979023435,1,False,False,395,4,4,0.03556605330897278,518.3818761779393
28.0,0.0,30.6256629218173,1.0,3.0,30.6256629218173,0,True,False,1736,6,1,-0.10531526927910595,640.2936541813298
28.0,1.0,219.608835530573,2.0,3.0,219.608835530573,0,False,True,1767,2,1,-0.026673618173162605,904.2542611118055
28.0,2.0,116.944405053881,2.0,3.0,116.944405053881,0,False,True,1795,2,1,-0.014048070632439846,1097.346928771937
28.0,3.0,53.8113911330072,2.0,3.0,53.8113911330072,0,False,True,1826,5,2,0.007698864182471343,1147.0915786930066
28.0,4.0,472.91869092279103,0.0,3.0,472.91869092279103,0,False,False,1856,0,2,0.023335511592469826,1115.7017958728204
28.0,5.0,91.8466335851169,2.0,3.0,91.8466335851169,0,False,True,1887,3,2,0.03390158607033644,989.7642626233079
28.0,6.0,471.938569326212,2.0,3.0,471.938569326212,0,False,True,1917,5,3,0.030271512217592944,613.8247547713454
28.0,7.0,261.217370398089,2.0,3.0,261.217370398089,0,False,True,1948,1,3,0.012516262802746647,791.0185442506748
28.0,8.0,118.038242444386,1.0,3.0,118.038242444386,0,True,False,1979,4,3,0.007719516190491715,873.8554367937271
28.0,9.0,181.561376991698,0.0,3.0,181.561376991698,0,False,False,2009,6,4,-0.011496134340694408,766.3380152623826
28.0,10.0,443.055083632079,2.0,3.0,443.055083632079,0,False,True,2040,2,4,0.015168601086379851,592.2893963512677
28.0,11.0,95.2086721175488,1.0,3.0,95.2086721175488,0,True,False,2070,4,4,0.03556605330897278,518.3818761779308
29.0,0.0,351.050102846358,2.0,0.0,351.050102846358,0,False,True,1826,6,1,-0.10531526927910595,640.2936541813231
29.0,1.0,119.975880199964,1.0,0.0,119.975880199964,0,True,False,1857,2,1,-0.026673618173162605,904.2542611118007
29.0,2.0,300.540568072435,0.0,0.0,300.540568072435,0,False,False,1885,2,1,-0.014048070632439846,1097.346928771933
29.0,3.0,439.955822688886,1.0,0.0,439.955822688886,0,True,False,1916,5,2,0.007698864182471343,1147.0915786930027
29.0,4.0,445.486559135799,2.0,0.0,445.486559135799,0,False,True,1946,0,2,0.023335511592469826,1115.7017958728165
29.0,5.0,406.66287661519,1.0,0.0,406.66287661519,0,True,False,1977,3,2,0.03390158607033644,989.7642626233036
29.0,6.0,52.623512356591,1.0,0.0,52.623512356591,0,True,False,2007,5,3,0.030271512217592944,613.8247547713383
29.0,7.0,137.27935404256,0.0,0.0,137.27935404256,0,False,False,2038,1,3,0.012516262802746647,791.0185442506694
29.0,8.0,49.7126457947475,0.0,0.0,49.7126457947475,0,False,False,2069,4,3,0.007719516190491715,873.8554367937221
29.0,9.0,47.3041211502471,1.0,0.0,47.3041211502471,0,True,False,2099,6,4,-0.011496134340694408,766.3380152623768
29.0,10.0,245.487422890058,2.0,0.0,245.487422890058,0,False,True,2130,2,4,0.015168601086379851,592.2893963512603
29.0,11.0,180.426511872075,2.0,0.0,180.426511872075,0,False,True,2160,4,4,0.03556605330897278,518.3818761779224
30.0,0.0,140.843852383016,2.0,27.0,140.843852383016,0,False,True,883,6,1,-0.10531526927910595,640.2936541813162
30.0,1.0,332.641398982629,2.0,27.0,332.641398982629,0,False,True,914,2,1,-0.026673618173162605,904.2542611117958
30.0,2.0,357.097858590367,1.0,27.0,357.097858590367,0,True,False,942,2,1,-0.014048070632439846,1097.346928771929
30.0,3.0,343.268978162547,2.0,27.0,343.268978162547,0,False,True,973,5,2,0.007698864182471343,1147.091578692999
30.0,4.0,87.7165015936061,1.0,27.0,87.7165015936061,0,True,False,1003,0,2,0.023335511592469826,1115.7017958728127
30.0,5.0,24.331168686934,1.0,27.0,24.331168686934,0,True,False,1034,3,2,0.03390158607033644,989.7642626232991
30.0,6.0,174.20823858698,2.0,27.0,174.20823858698,0,False,True,1064,5,3,0.030271512217592944,613.8247547713313
30.0,7.0,410.80384181834,0.0,27.0,410.80384181834,0,False,False,1095,1,3,0.012516262802746647,791.0185442506639
30.0,8.0,13.1290771412485,2.0,27.0,13.1290771412485,0,False,True,1126,4,3,0.007719516190491715,873.8554367937172
30.0,9.0,490.781227233438,2.0,27.0,490.781227233438,0,False,True,1156,6,4,-0.011496134340694408,766.3380152623711
30.0,10.0,320.66279451881,0.0,27.0,320.66279451881,0,False,False,1187,2,4,0.015168601086379851,592.2893963512529
30.0,11.0,62.4205130252096,2.0,27.0,62.4205130252096,0,False,True,1217,4,4,0.03556605330897278,518.3818761779141
31.0,0.0,481.866081890907,2.0,13.0,481.866081890907,0,False,True,1402,6,1,-0.10531526927910595,640.2936541813094
31.0,1.0,466.69377169990895,0.0,13.0,466.69377169990895,0,False,False,1433,2,1,-0.026673618173162605,904.2542611117912
31.0,2.0,347.064003927399,0.0,13.0,347.064003927399,0,False,False,1461,2,1,-0.014048070632439846,1097.3469287719251
31.0,3.0,357.004323436188,1.0,13.0,357.004323436188,0,True,False,1492,5,2,0.007698864182471343,1147.0915786929952
31.0,4.0,179.482697906949,0.0,13.0,179.482697906949,1,False,False,1522,0,2,0.023335511592469826,1115.7017958728088
31.0,5.0,437.053035014664,2.0,13.0,437.053035014664,1,False,True,1553,3,2,0.03390158607033644,989.7642626232947
31.0,6.0,484.75014908998895,2.0,13.0,484.75014908998895,1,False,True,1583,5,3,0.030271512217592944,613.8247547713241
31.0,7.0,73.7422576640097,0.0,13.0,73.7422576640097,1,False,False,1614,1,3,0.012516262802746647,791.0185442506584
31.0,8.0,22.0475890648127,2.0,13.0,22.0475890648127,1,False,True,1645,4,3,0.007719516190491715,873.8554367937122
31.0,9.0,168.569007383275,0.0,13.0,168.569007383275,1,False,False,1675,6,4,-0.011496134340694408,766.3380152623655
31.0,10.0,387.499634725819,1.0,13.0,387.499634725819,1,True,False,1706,2,4,0.015168601086379851,592.2893963512456
31.0,11.0,228.492326124607,2.0,13.0,228.492326124607,1,False,True,1736,4,4,0.03556605330897278,518.3818761779056
32.0,0.0,498.591005077278,2.0,9.0,498.591005077278,0,False,True,1553,6,1,-0.10531526927910595,640.2936541813026
32.0,1.0,90.1756723839179,1.0,9.0,90.1756723839179,0,True,False,1584,2,1,-0.026673618173162605,904.2542611117863
32.0,2.0,118.177110266493,2.0,9.0,118.177110266493,0,False,True,1612,2,1,-0.014048070632439846,1097.346928771921
32.0,3.0,330.710494997756,0.0,9.0,330.710494997756,0,False,False,1643,5,2,0.007698864182471343,1147.0915786929913
32.0,4.0,84.0183669726411,0.0,9.0,84.0183669726411,0,False,False,1673,0,2,0.023335511592469826,1115.701795872805
32.0,5.0,215.6663852938,2.0,9.0,215.6663852938,0,False,True,1704,3,2,0.03390158607033644,989.7642626232904
32.0,6.0,144.365449150848,1.0,9.0,144.365449150848,0,True,False,1734,5,3,0.030271512217592944,613.8247547713171
32.0,7.0,448.108609802776,2.0,9.0,448.108609802776,0,False,True,1765,1,3,0.012516262802746647,791.0185442506529
32.0,8.0,25.2557006134106,2.0,9.0,25.2557006134106,0,False,True,1796,4,3,0.007719516190491715,873.8554367937072
32.0,9.0,433.535542421422,1.0,9.0,433.535542421422,0,True,False,1826,6,4,-0.011496134340694408,766.3380152623598
32.0,10.0,100.907502694529,1.0,9.0,100.907502694529,0,True,False,1857,2,4,0.015168601086379851,592.2893963512382
32.0,11.0,387.75170387558495,0.0,9.0,387.75170387558495,0,False,False,1887,4,4,0.03556605330897278,518.3818761778973
33.0,0.0,316.847957599394,0.0,31.0,316.847957599394,1,False,False,761,6,1,-0.10531526927910595,640.2936541812959
33.0,1.0,461.2154454296871,0.0,31.0,461.2154454296871,1,False,False,792,2,1,-0.026673618173162605,904.2542611117815
